4;2.30595e-06
4;7.91624e-06
4;7.78027e-06
4;7.69272e-06
4;7.81752e-06
5;9.94466e-06
5;8.77492e-06
5;2.88766e-05
5;2.86475e-05
5;2.864e-05
6;3.83761e-05
6;0.000112038
6;0.000111643
6;0.000111651
6;0.000111636
7;0.000149444
7;0.000453429
7;0.000133257
7;0.000439845
7;0.000449061
8;0.000572393
8;0.000997979
8;0.000744063
8;0.000818107
8;0.00134819
9;0.0023135
9;0.00246563
9;0.00277757
9;0.00259835
9;0.0023413
10;0.00986004
10;0.0111629
10;0.00962217
10;0.00962066
10;0.00964897
11;0.0503324
11;0.0464896
11;0.0461018
11;0.04583
11;0.0455919
12;0.2558
12;0.249852
12;0.247734
12;0.276424
12;0.246549
4;2.33762e-06
4;8.10623e-06
4;2.27056e-06
4;7.84732e-06
4;7.97398e-06
5;9.89437e-06
5;2.91523e-05
5;4.68194e-05
5;2.89083e-05
5;2.88431e-05
6;3.80948e-05
6;0.000112405
6;0.000112357
6;0.000112284
6;0.000112096
7;0.000148639
7;0.000424189
7;0.000440862
7;0.000449777
7;0.000440693
8;0.000627544
8;0.00127448
8;0.0011128
8;0.000728995
8;0.00096624
9;0.00230469
9;0.00237677
9;0.00248212
9;0.00312302
9;0.00299987
10;0.00995925
10;0.0096907
10;0.00996597
10;0.00978855
10;0.0102845
11;0.0517821
11;0.0470665
11;0.0461041
11;0.0457654
11;0.0458565
12;0.255678
12;0.25018
12;0.247956
12;0.274815
12;0.246217
4;2.52016e-06
4;8.06525e-06
4;7.81938e-06
4;7.78213e-06
4;7.83987e-06
5;1.00713e-05
5;2.92789e-05
5;2.90871e-05
5;2.92566e-05
5;2.90871e-05
6;3.81134e-05
6;0.000112554
6;0.000114309
6;0.000112657
6;5.94128e-05
7;0.000149576
7;0.000455562
7;0.000441525
7;0.000391973
7;0.000458682
8;0.000642736
8;0.00113481
8;0.000789326
8;0.00135775
8;0.00079865
9;0.00243114
9;0.00304789
9;0.00283257
9;0.00271947
9;0.00236348
10;0.0099417
10;0.0102925
10;0.0103373
10;0.0104895
10;0.00980655
11;0.0519467
11;0.0475257
11;0.0463395
11;0.046609
11;0.0458999
12;0.255949
12;0.24909
12;0.246637
12;0.273953
12;0.246592
4;2.33017e-06
4;8.05967e-06
4;7.69272e-06
4;7.72253e-06
4;7.63871e-06
5;9.89996e-06
5;2.91709e-05
5;2.89828e-05
5;2.90126e-05
5;2.88114e-05
6;3.77689e-05
6;0.000111746
6;0.000111254
6;0.000111539
6;0.000111811
7;0.000165725
7;0.000441972
7;0.000441877
7;0.000442009
7;0.000215704
8;0.00057443
8;0.000803476
8;0.00115263
8;0.000992056
8;0.00114955
9;0.00231436
9;0.00289972
9;0.00299442
9;0.0024722
9;0.00266098
10;0.0100482
10;0.0102199
10;0.0103256
10;0.0096769
10;0.0102383
11;0.0511913
11;0.0474485
11;0.0461745
11;0.0462756
11;0.0456505
12;0.254722
12;0.249535
12;0.246928
12;0.271059
12;0.245234
