2048;0.0324462
2048;0.037909
2048;0.0310372
2048;0.0377823
2048;0.0366767
2048;0.0466243
2048;0.036022
2048;0.0437147
2048;0.0326387
2048;0.0326674
2048;0.0399571
2048;0.0400603
2048;0.0421902
2048;0.0327483
2048;0.0391943
4096;0.135096
4096;0.151582
4096;0.171145
4096;0.154041
4096;0.142539
4096;0.16257
4096;0.132844
4096;0.156
4096;0.162041
4096;0.148984
4096;0.176987
4096;0.171615
4096;0.173692
4096;0.174058
4096;0.190179
1024;0.00341453
1024;0.00386987
1024;0.00387178
1024;0.00363347
1024;0.00916243
1024;0.00796831
1024;0.00761284
1024;0.00641229
1024;0.00708589
1024;0.00652243
1024;0.00381701
1024;0.0030228
1024;0.00652581
1024;0.00427138
1024;0.00469992
512;0.000748973
512;0.00277752
512;0.00129325
512;0.00127836
512;0.00130171
512;0.00243409
512;0.000641696
512;0.00059215
512;0.000749659
512;0.000681709
512;0.00112895
512;0.000843979
512;0.000884168
512;0.00184197
512;0.00249739
256;9.98862e-05
256;0.000163555
256;0.000267148
256;0.00010727
256;0.000137143
256;8.54768e-05
256;6.68727e-05
256;6.86124e-05
256;6.70329e-05
256;6.51814e-05
256;0.000101555
256;6.87428e-05
256;6.50324e-05
256;7.73743e-05
256;6.97896e-05
128;1.50762e-05
128;2.92286e-05
128;1.31391e-05
128;1.31726e-05
128;1.36197e-05
128;1.49868e-05
128;4.17084e-05
128;1.65962e-05
128;4.66146e-05
128;1.43275e-05
128;1.75349e-05
128;2.01315e-05
128;1.3791e-05
128;1.49943e-05
128;1.34334e-05
64;3.12924e-06
64;8.70228e-06
64;2.96906e-06
64;3.78117e-06
64;3.53903e-06
64;4.4629e-06
64;4.22075e-06
64;4.07919e-06
64;3.09572e-06
64;4.73484e-06
64;4.39584e-06
64;3.10689e-06
64;2.99513e-06
64;3.13669e-06
64;3.93763e-06
32;9.38773e-07
32;1.01328e-06
32;8.23289e-07
32;8.15839e-07
32;8.23289e-07
32;8.82894e-07
32;8.67993e-07
32;8.27014e-07
32;8.04663e-07
32;9.38773e-07
32;8.27014e-07
32;8.15839e-07
32;7.97212e-07
32;1.60933e-06
32;8.00937e-07
16;9.94653e-07
16;6.78003e-07
16;5.25266e-07
16;6.89179e-07
16;6.07222e-07
16;2.05636e-06
16;1.19209e-06
16;1.6205e-06
16;7.41333e-07
16;3.8743e-07
16;6.55651e-07
16;9.35048e-07
16;3.46452e-07
16;6.81728e-07
16;3.05474e-07
