12;0.030183;96
11;0.0259046;96
10;0.0253541;96
9;0.0245039;96
8;0.0222142;96
7;0.0263992;96
6;0.025004;96
5;0.0236011;96
4;0.0226255;96
12;0.0392158;64
11;0.0216091;64
10;0.016491;64
9;0.0190182;64
8;0.0195784;64
7;0.0207034;64
6;0.0216468;64
5;0.020852;64
4;0.0233174;64
12;0.0470484;32
11;0.0221896;32
10;0.0145708;32
9;0.0152975;32
8;0.0214659;32
7;0.0197205;32
6;0.0201027;32
5;0.0218508;32
4;0.0194724;32
12;0.0586428;16
11;0.0228606;16
10;0.013998;16
9;0.0121096;16
8;0.01856;16
7;0.0170222;16
6;0.0151045;16
5;0.0204884;16
4;0.0145273;16
12;0.0833465;8
11;0.0259729;8
10;0.0133108;8
9;0.0136563;8
8;0.0128131;8
7;0.00760495;8
6;0.0116344;8
5;0.0103119;8
4;0.0134397;8
12;0.103509;4
11;0.0270416;4
10;0.0125513;4
9;0.00535034;4
8;0.00621455;4
7;0.00346749;4
6;0.00771693;4
5;0.00286867;4
4;0.00450989;4
12;0.161834;2
11;0.0393792;2
10;0.00922699;2
9;0.00254511;2
8;0.000532012;2
7;0.000230985;2
6;7.92146e-05;2
5;4.61273e-05;2
4;3.25046e-05;2
12;0.297473;1
11;0.0706479;1
10;0.0133618;1
9;0.00283927;1
8;0.000642957;1
7;0.000275651;1
6;8.83333e-05;1
5;1.48684e-05;1
4;1.65872e-05;1
